序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
2785,彰化縣二林鎮,東興里,福建巷45-1號,120.366378,23.898143,東興社區活動中心,本里,303,"水災,土石流,海嘯",洪火輪,48956015,否,否,否
2809,彰化縣永靖鄉,新莊村,永社路75-1號,120.553913,23.906852,新莊社區活動中心,新莊村,26,"水災,土石流,海嘯",詹日新,8224149,否,否,否
2810,彰化縣永靖鄉,瑚璉村,錫壽路123號,120.553913,23.906852,永靖國中,瑚璉村,472,"水災,土石流,海嘯",陳玉春,8221191-283,否,否,否
2811,彰化縣二林鎮,原斗里,中正巷13號,120.436185,23.907276,原斗社區活動中心,原斗里,10,"水災,土石流,海嘯",廖忠誠,8902022,否,否,否
2812,彰化縣二林鎮,西斗里,再發路46號,120.436185,23.907276,西斗社區活動中心,西斗里,12,"水災,土石流,海嘯",蔡淑芬,8903877,否,否,否
2813,彰化縣二林鎮,東和里,照西路176巷1號,120.436185,23.907276,東和里集會所,東和里,18,"水災,土石流,海嘯",洪桂昌,48961005,否,否,否
2814,彰化縣二林鎮,大永里,大永路17號,120.436185,23.907276,大永社區活動中心,大永里,91,"水災,土石流,海嘯",莊德雄,8902596,否,否,否
2815,彰化縣二林鎮,東勢里,面前巷2號,120.436185,23.907276,東勢社區活動中心,東勢里,91,"水災,土石流,海嘯",葉見智,8902421,否,否,否
2816,彰化縣二林鎮,萬合里,成田巷2號之4,120.436185,23.907276,新興宮,萬合里,136,"水災,土石流,海嘯",陳俊男,8904637,否,否,否
2817,彰化縣二林鎮,復豐里,漏瑤巷30號,120.436185,23.907276,復豐社區活動中心,復豐里,151,"水災,土石流,海嘯",曾進賜,8903832,否,否,否
2818,彰化縣二林鎮,東華里,路東巷1-23號,120.436185,23.907276,慈聖?,東華里,200,"水災,土石流,海嘯",曾文昌,8902114,否,否,否
2819,彰化縣二林鎮,南光里,懷仁街8號,120.436185,23.907276,南光社區活動中心,本里,200,"水災,土石流,海嘯",洪淑女,48961006,否,否,否
2824,南投縣南投市,仁和里,民生街33-3號,120.6858,23.9101,仁和里災民收容所市區7里聯合辦公處,仁和里,150,"水災,震災,土石流",李秋香,2237153,是,否,是
2827,彰化縣永靖鄉,湳港村,湳港村永社路205號,120.548393,23.910928,湳港社區活動中心,湳港,230,"水災,土石流,海嘯",詹慶豐,8221147,否,否,否
2828,彰化縣永靖鄉,五福村,五福村五福巷99-1號,120.541084,23.911429,五福社區活動中心,五福,67,"水災,土石流,海嘯",高芳熙,8225153,是,否,否
2834,南投縣南投市,漳和里,文化路532號,120.6738,23.9134,漳和里災民收容所漳和里活動中心,漳和里,150,"水災,震災,土石流",張幸生,2242848,是,否,是
2836,南投縣仁愛鄉,法治村,界山巷62號,121.042737,23.913769,武界基督長老教會,法治村,200,"水災,土石流,海嘯",蔓蔻蔻烏莎斯,2974133分機13,是,否,是
2837,彰化縣永靖鄉,港西村,福德巷36-1號,120.541515,23.914104,港西社區活動中心,港西,34,"水災,土石流,海嘯",黃銀砂,8223811,是,否,否
2840,彰化縣埤頭鄉,豊崙村,校前路50號,120.4602,23.9172,豐崙國小,豐崙村,50,"水災,震災,土石流,海嘯",周玲玲,48922117,是,否,是
2843,彰化縣永靖鄉,福興村,福興村中肚巷52號,120.513506,23.918644,福興社區活動中心,福興村,37,"水災,土石流,海嘯",江錦文,8222265,否,否,否
2846,彰化縣永靖鄉,獨鰲村,獨鰲路192巷1-9號,120.531449,23.919024,獨鰲社區活動中心,獨鰲村,116,"水災,土石流,海嘯",江洽如,8248369,否,否,否
2849,彰化縣永靖鄉,浮圳村,浮圳路409號,120.560075,23.920049,浮圳社區活動中心,浮圳村,45,"水災,土石流,海嘯",游世庭,8221708,否,否,否
2851,彰化縣永靖鄉,崙美村,獨鰲路270巷8-1號,120.538616,23.920355,崙美社區活動中心,崙美村,96,"水災,土石流,海嘯",胡文權,8223100,否,否,否
2860,彰化縣永靖鄉,永興村,興寧路196號,120.569898,23.923805,聖興宮,永興村,197,"水災,土石流,海嘯",賴同志,8224248,否,否,否
2861,彰化縣永靖鄉,竹子村,竹中巷41號,120.503855,23.924464,竹子社區活動中心,竹子村,45,"水災,土石流,海嘯",邱良順,8240195,否,否,否
2863,彰化縣永靖鄉,四芳村,四湳路106-1號,120.522486,23.925579,四芳社區活動中心,四芳村,73,"水災,土石流,海嘯",盧金天,8222465,否,否,否
2864,彰化縣永靖鄉,同安村,西畔巷11-1號,120.528556,23.925671,同安社區活動中心,同安村,145,"水災,土石流,海嘯",陳天能,8222551,否,否,否
2865,彰化縣永靖鄉,光雲村,意善巷78-1號,120.555617,23.92713,光雲社區活動中心,光雲村,88,"水災,土石流,海嘯",詹德如,8221460,否,否,否
2866,彰化縣永靖鄉,湳墘村,忠心路13-1號,120.532649,23.92828,湳墘社區活動中心,湳墘村,39,"水災,土石流,海嘯",林輝,8222267,否,否,否
2867,彰化縣永靖鄉,同仁村,同仁村東畔路7-1號,120.532649,23.92828,同仁社區活動中心,同仁村,43,"水災,土石流,海嘯",張清標,8247678,否,否,否
2870,彰化縣永靖鄉,崙子村,九分路192-1號,120.566311,23.930578,崙子社區活動中心,崙子村,35,"水災,土石流,海嘯",朱再添,8229052,否,否,否
2871,彰化縣永靖鄉,五汴村,五汴巷1號,120.558809,23.9307,五汴社區活動中心,五汴村,35,"水災,土石流,海嘯",袁百里,8237900,否,否,否
2872,彰化縣溪湖鎮,西勢里,西安路117巷36號,120.476644,23.931225,西勢社區活動中心,西勢,30,"水災,土石流,海嘯",楊明謙,939529552,否,否,否
2876,花蓮縣吉安鄉,光華村,光華二街200號,121.578,23.934,光華活動中心,光華村,37,"水災,震災,土石流",葉光南,8422057,是,否,是
2880,南投縣國姓鄉,南港村,南港路26號,120.8663,23.9366,港源社區五榖宮,南港村11-15鄰,50,"水災,震災,土石流,海嘯",徐晉忠,2451892,是,否,是
2883,彰化縣埔心鄉,太平村,太平路289號,120.552667,23.938168,太平國小,仁里村、經口村,200,"水災,震災,土石流,海嘯",張鎔諭,8226049-102,是,否,否
2901,南投縣仁愛鄉,萬豐村,清華巷8號,121.07602,23.947392,萬豐國小,萬豐村,200,"水災,土石流,海嘯",陳義隆,2974123,是,否,否
2902,花蓮縣吉安鄉,干城村,干城一街97巷1號,121.545,23.9474,干城活動中心,干城村,35,"水災,震災,土石流",林世昌,8526086,是,否,是
2903,花蓮縣秀林鄉,文蘭村,6鄰79號,121.5068,23.9479,文蘭活動中心,重光、米亞丸社區,100,"水災,震災,土石流,海嘯",杜明輝,955079056,是,否,是
2904,彰化縣埔心鄉,舊?村,員鹿路4段201號,120.525928,23.948035,舊館國小,大華村、芎蕉村、舊館村、南館村、新館村,600,"水災,震災,土石流,海嘯",李汝堅,8292025,否,否,否
2911,彰化縣埔心鄉,瓦北村,西安南路178號,120.557191,23.951445,明聖國小,瓦北村、瓦中村、瓦南村,400,"水災,震災,土石流,海嘯",張錦偉,8295395,否,否,否
2912,花蓮縣吉安鄉,仁安村,南海三街71號,121.5968,23.9517,仁安活動中心,仁安村,63,"水災,震災,土石流",蔡文隆,8422948,是,否,是
2914,南投縣南投市,營北里,中正路152-7號,120.6877,23.9524,營北里災民收容所營北里辦公處,營北里,100,"水災,震災,土石流",戰姵鈴里長,492371449,是,否,是
2916,花蓮縣吉安鄉,南華村,南華四街123號,121.5513,23.9527,南華活動中心,南華村,63,"水災,震災,土石流",蕭萬生,8534573,是,否,是
2918,彰化縣埔心鄉,義民村,員鹿路二段254號,120.544016,23.953935,埔心國小,東門村,500,"水災,震災,土石流,海嘯",黃宏田,8291928,否,否,否
2920,彰化縣埔心鄉,義民村,忠義北路51號,120.543018,23.95404,埔心國中,埔心村,700,"水災,震災,土石流,海嘯",黃瑩堯,8291129,否,否,否
2921,花蓮縣吉安鄉,稻香村,慶豐路79號,121.5757,23.9548,稻香活動中心,稻香村,40,"水災,震災,土石流",鄧桂英,8533083,是,否,是
2922,花蓮縣吉安鄉,永興村,永興七街86號,121.5683,23.955,永興活動中心,永興村,53,"水災,震災,土石流",陳源忠,8526058,是,否,是
2923,花蓮縣吉安鄉,仁和村,南海三街314號,121.5876,23.9563,仁和活動中心,仁和村,101,"水災,震災,土石流",賴明章,8523002,是,否,是
2925,彰化縣溪湖鎮,大竹里,德華街17號,120.47851,23.956882,老人文康中心,大竹,100,"水災,土石流,海嘯",何柄樺,925797151,否,否,否
2952,南投縣仁愛鄉,春陽村,3鄰龍山巷67-1號,121.211132,23.965785,春陽活動中心,春陽村,100,"水災,震災,土石流,海嘯",陳淑珍,2802471,是,否,是
2953,花蓮縣吉安鄉,東昌村,東海六街74號,121.5953,23.9658,東昌活動中心,東昌村,47,"水災,震災,土石流",魏錦添,8528607,是,否,是
2961,花蓮縣吉安鄉,仁里村,仁里五街1號,121.5925,23.9684,仁里活動中心,仁里村,90,水災,楊昇達,8514057,是,否,是
2962,南投縣仁愛鄉,親愛村,高平路4號,121.107902,23.968466,親愛村活動中心,親愛村,100,"水災,土石流,海嘯",潘筱玉,2974201,是,否,否
2965,花蓮縣吉安鄉,福興村,福德街1號,121.5624,23.9689,福興活動中心,福興村,106,"水災,震災,土石流",黃朝彬,8526216,是,否,是
2968,彰化縣埔心鄉,二重村,五通南路82號,120.526197,23.969739,鳳霞國小,油車村、二重村,363,"水災,震災,土石流,海嘯",李裕隆,8294072,否,否,否
2970,花蓮縣吉安鄉,南昌村,文化七街64號,121.5797,23.9704,南昌活動中心,南昌村,72,"震災,土石流,海嘯",陳振興,8521081,是,否,是
2971,彰化縣埔心鄉,梧鳳村,大溪路三段175號,120.512005,23.970465,梧鳳國小,梧鳳村、埤霞村、埤腳村,363,"水災,震災,土石流,海嘯",林貞錡,8291964-13,否,否,否
2981,花蓮縣吉安鄉,吉安村,吉安路二段97號,121.5628,23.9734,吉安國小,吉安村,223,"水災,震災,土石流",廖必偉,8523984,是,否,是
2984,花蓮縣吉安鄉,吉安村,中興路355巷7號,121.5643,23.9736,吉安活動中心,吉安村,32,"震災,土石流,海嘯",溫金勝,8535282,是,否,是
2986,花蓮縣吉安鄉,吉安村,中山路三段99巷18號,121.5742,23.974,五穀宮,全鄉,70,"水災,震災,土石流",林俊德,8521334,是,否,是
2987,南投縣仁愛鄉,親愛村,大安路87號,121.127976,23.974175,親愛國小萬大分校,親愛村,200,"水災,土石流,海嘯",張秋娘,2974032,是,否,否
2989,花蓮縣吉安鄉,勝安村,慈惠一街30號,121.5869,23.9754,勝安活動中心,勝安村,38,"水災,震災,土石流",陳昌周,8522377,是,否,是
2990,花蓮縣吉安鄉,宜昌村,吉祥六街52巷9號,121.5832,23.9756,宜昌活動中心,宜昌村,49,"震災,土石流,海嘯",范來新,8535389,是,否,是
2996,花蓮縣吉安鄉,勝安村,慈惠三街118號,121.5867,23.9777,勝安宮,勝安村,1300,"水災,震災,土石流",田後隆,8528658,是,否,是
2998,花蓮縣吉安鄉,勝安村,慈惠三街136號,121.586,23.978,聖地慈惠堂,勝安村,700,"震災,土石流",劉幫政,8521334,是,否,是
3023,花蓮縣吉安鄉,慶豐村,慶北一街237號,121.5632,23.9825,慶豐活動中心,慶豐村,61,"震災,土石流,海嘯",鄭高富,8535375,是,否,是
3036,花蓮縣吉安鄉,南華村,南華四街123號,121.5947,23.987,北昌活動中心,北昌村,83,"震災,土石流,海嘯",黃加成,8577346,是,否,是
3049,花蓮縣吉安鄉,永安村,太昌路488號,121.5731,23.989,永安活動中心,永安村,156,"震災,土石流,海嘯",郭仁添,8566167,是,否,是
3062,彰化縣大村鄉,福興村,山腳路102號之1,120.5856,23.9934,村東國小,全鄉,50,"水災,震災,土石流,海嘯",郭彥良,8526328#515,是,否,是
3064,花蓮縣吉安鄉,太昌村,太昌路488號,121.5639,23.9936,太昌活動中心,太昌村,80,"水災,震災,土石流",周明宗,8569236,是,否,是
3084,彰化縣埔鹽鄉,永樂村,彰化縣埔鹽鄉永樂村永樂路435號,120.4345,24.0004,永樂福利園區,永樂村,150,"水災,土石流,海嘯",林瑞財,910437974,是,否,是
3092,南投縣仁愛鄉,南豐村,楓林路56號,121.067987,24.001311,楓林活動中心,南豐村楓林社區,50,"水災,震災,土石流,海嘯",柯潔齡,2920775,是,否,是
3100,花蓮縣新城鄉,嘉新村,6鄰嘉南一街43巷5號,121.6123,24.0055,嘉新社區活動中心,嘉新村,71,"水災,震災,土石流,海嘯",邱明雄,8221227,是,否,是
3106,彰化縣秀水鄉,陝西村,埔南巷92號,120.517821,24.006705,陝西社區活動中心,陝西村,30,"水災,土石流,海嘯",江宗霖,0-7691039,是,是,是
3115,彰化縣福興鄉,三和村,南興街78號,120.406752,24.00954,三和社區活動中心,麥厝村三和村鎮平村,100,"水災,土石流,海嘯",歐文旭,7701811,否,否,否
3131,彰化縣福興鄉,三汴村,彰水路346巷47號,120.485889,24.018321,三汴社區活動中心,三汴村萬豐村社尾村,100,"水災,土石流,海嘯",林瑞祥,7772066,否,否,否
3136,花蓮縣新城鄉,佳林村,民有2街29號,121.6023,24.0211,佳林社區活動中心,佳林村,36,"水災,土石流,海嘯",何禮飛,8260919,是,否,是
3140,彰化縣花壇鄉,長沙村,彰員路2段286-1號,120.554321,24.024199,長沙社區活動中心,長沙村,30,"水災,土石流,海嘯",林燕美,7863163,是,否,是
3144,彰化縣福興鄉,番社村,80號,120.452946,24.025656,永豐國小,番社村元中村外中村,100,"水災,震災,土石流,海嘯",張見銘,7792748,否,否,否
3145,南投縣仁愛鄉,大同村,信義巷28號,121.137109,24.02587,仁愛國中,精英村、大同村,100,"水災,土石流,海嘯",李孟桂,2802206,是,否,否
3146,彰化縣花壇鄉,長沙村,學前路108號,120.543046,24.02619,花壇國小,"花壇村,南口村,長沙村",300,"水災,震災,土石流,海嘯",林振茂,7862043,是,是,是
3149,花蓮縣新城鄉,大漢村,明潭街27號,121.6298,24.0271,七星潭社區活動中心,大漢村,27,"水災,土石流",李添富,8265717,是,否,是
3155,彰化縣福興鄉,廈粘村,沿海路3段100號,120.410328,24.027997,管嶼國小,福寶村頂粘村廈粘村,100,"水災,震災,土石流,海嘯",許順仲,7702949,否,否,否
3157,南投縣仁愛鄉,春陽村,5鄰永樂巷58號,121.148717,24.02827,春陽國小,春陽村,100,"水災,震災,土石流,海嘯",梁有章,2802573,是,否,是
3166,花蓮縣新城鄉,北埔村,北埔路259號,121.6032,24.0341,北埔社區活動中心,北埔村,35,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是
3173,花蓮縣新城鄉,大漢村,19鄰民有街101號,121.61,24.0368,大漢社區活動中心,大漢村,70,"水災,震災,土石流,海嘯",李添富,8265717,是,否,是
3177,彰化縣秀水鄉,莊雅村,中山路99號,120.507324,24.038285,秀水鄉老人文康中心,莊雅村,50,"水災,土石流,海嘯",陳浚朋,7697024-302,是,是,是
3183,花蓮縣新城鄉,北埔村,樹林街57巷9號,121.597687,24.040698,樹林腳社區活動中心,北埔村,39,"水災,震災,土石流,海嘯",王秋香,8269669,是,否,是
3199,彰化縣鹿港鎮,街尾里,力行街45號,120.435661,24.048477,街尾里活動中心,街尾里,100,"水災,震災,土石流,海嘯",吳維新,47775508,是,否,是
3200,彰化縣鹿港鎮,龍山里,金門巷81號,120.43454,24.049074,龍山寺,龍山里,303,"水災,震災,土石流,海嘯",陳永祥,47772461,是,否,是
3201,彰化縣秀水鄉,安東村,瓦瑤街17號,120.505332,24.050373,秀水鄉立體育館,全鄉,100,"水災,震災,土石流,海嘯",徐育驊,47697024,是,是,是
3202,彰化縣鹿港鎮,菜園里,三民路232號,120.432859,24.05102,菜園社區活動中心,菜園里,60,"水災,震災,土石流,海嘯",黃景祥,47775505,是,否,是
3203,彰化縣鹿港鎮,興化里,興化街1號,120.435768,24.051194,莊德堂,興化里,60,"水災,震災,土石流,海嘯",黃玲玲,47775509,是,否,是
3204,彰化縣鹿港鎮,大有里,公園一路2號,120.432607,24.053493,鹿港鎮立停車場,大有里,333,"水災,震災,土石流,海嘯",施輝雄,47772850,是,否,是
3207,彰化縣鹿港鎮,長興里,中山路183號,120.434782,24.054169,玉皇大帝神明會館,長興里,75,"水災,震災,土石流,海嘯",陳麗枝,47773657,否,否,是
3208,彰化縣鹿港鎮,洛津里,公園三路51號,120.430906,24.054635,洛津國小,洛津里,151,"水災,震災,土石流,海嘯",黃文秋,47772782,是,否,是
3209,彰化縣鹿港鎮,東崎里,東崎七巷1號,120.474947,24.056173,東崎社區活動中心,東崎里,60,"水災,震災,土石流,海嘯",王明順,47784919,是,否,是
3211,彰化縣鹿港鎮,景福里,萬壽路244號,120.436563,24.057183,景福社區發展協會,景福里,181,"水災,震災,土石流,海嘯",蔡宗源,47775494,是,否,是
3212,彰化縣鹿港鎮,永安里,東隆路236號,120.438339,24.057261,高賓土雞城,永安里,100,"水災,震災,土石流,海嘯",施佩妤,47756139,是,否,是
3215,彰化縣鹿港鎮,頂厝里,長安路125號,120.443296,24.058411,鹿東國小,頂厝里,181,"水災,震災,土石流,海嘯",許炳熙,47775513,是,否,是
3216,彰化縣秀水鄉,鶴鳴村,明山街臨182號,120.502822,24.058427,鶴鳴社區活動中心,鶴鳴村,30,"水災,土石流,海嘯",吳永龍,7682323總幹事,是,是,是
3219,南投縣仁愛鄉,合作村,平生路23號,121.1922,24.0595,合作國小學生活動中心,合作村,300,"水災,震災,土石流,海嘯",黃淑芬,2970063,是,否,是
3222,彰化縣鹿港鎮,東石里,中山路661號,120.423682,24.06098,鹿港高中,東石里,212,"水災,震災,土石流,海嘯",鄧易承,47761912,是,否,是
3225,臺中市烏日區,螺潭里,溪南路2段370號,120.642879,24.06228,喀哩國小北棟1樓自然教室,螺潭里,200,"水災,震災",張秀娟,23351016,是,否,否
3229,彰化縣鹿港鎮,埔崙里,中正路588號,120.435873,24.06311,鹿港文創會館,埔崙里,242,"水災,震災,土石流,海嘯",董建林,47775514,是,否,是
3231,彰化縣鹿港鎮,溝墘里,棋盤巷32之2號,120.475495,24.064293,溝墘社區發展協會,溝墘里,30,"水災,震災,土石流,海嘯",洪明園,47716479,是,否,是
3244,彰化縣鹿港鎮,海埔里,鹿草路2段197號,120.43939,24.071142,海埔里民集會所,海埔里,90,"水災,震災,土石流,海嘯",黃振義,47751662,否,否,是
3247,彰化縣鹿港鎮,詔安里,某旦巷85號,120.456784,24.072394,新興國小,詔安里廖厝里,121,"水災,震災,土石流,海嘯",施進益,7775520,是,否,是
3251,南投縣仁愛鄉,大同村,博望巷42號,121.170939,24.074957,松崗活動中心,仁愛鄉大同村,100,,張雅芳,2803700,否,否,否
3252,臺中市大里區,東湖里,東南路207巷36號,120.693182,24.076807,東湖活動中心廣場,西湖里/東湖里,20,"水災,震災",林鳳月,935045731,否,是,否
3256,南投縣仁愛鄉,合作村,和氣巷49號,121.26806,24.080452,德鹿谷長老教會,合作村,80,"水災,震災,土石流,海嘯",姑母答芭絲,921786179,是,否,否
3265,臺中市大里區,夏田里,頂厝路125號,120.668552,24.085406,夏田活動中心廣場,夏田里/大里里,40,"水災,震災",胡金鍊,928901233,否,是,否
3269,彰化縣鹿港鎮,頂番里,彰化縣鹿港鎮頂番里彰頂路326巷138號,120.4848,24.0867,頂番社區活動中心,全鎮,100,"水災,震災,土石流,海嘯",潘順良,919499499,是,否,是
3270,彰化縣和美鎮,南佃里,嘉佃路296號,120.501,24.087,大榮國小,南佃 詔安 鎮平,200,"水災,震災,土石流,海嘯",謝孟珊,7636814,否,否,否
3271,彰化縣和美鎮,鎮平里,南平路11號,120.509,24.088,鎮平社區活動中心,鎮平,60,"水災,土石流,海嘯",楊啟明,7525245,否,否,否
3272,彰化縣鹿港鎮,頂番里,頂草路一段100號,120.479839,24.088748,頂番國小,頂番里,181,"水災,震災,土石流,海嘯",潘文生,47711515,是,否,是
3275,彰化縣和美鎮,嘉犁里,東坡路8巷2號,120.516,24.09,嘉犁社區活動中心,嘉犁里,100,"水災,土石流,海嘯",許樹森,7365277,否,否,否
3278,彰化縣和美鎮,詔安里,彰和路二段176巷1號,120.528,24.091,詔安社區活動中心,詔安,150,"水災,土石流,海嘯",李永吉,7355293,否,否,否
3279,彰化縣鹿港鎮,洋厝里,新厝巷臨51之1號,120.447463,24.091044,新厝社區活動中心,洋厝里,60,"水災,震災,土石流,海嘯",許勝裕,47781566,是,否,是
3280,彰化縣鹿港鎮,頭崙里,頂草路2段150號,120.476961,24.091441,頭崙里集會所,頭崙里頭南里,150,"水災,震災,土石流,海嘯",楊明通,47711517,是,否,是
3282,臺中市大里區,仁化里,文化街119號,120.699929,24.092829,仁德活動中心,仁化里/塗城里,100,"水災,震災",王木竹,910507094,是,否,是
3285,臺中市烏日區,光明里,光明路40號,120.647007,24.094481,五光國小西棟1樓舞蹈教室,五光里,50,震災,段立國,23362276,是,否,否
3288,彰化縣和美鎮,嘉犁里,彰和路3段50號,120.511,24.0966,大嘉國小,嘉犁 新庄,200,"水災,震災,土石流,海嘯",葉錫釗,7552524,否,否,否
3291,彰化縣和美鎮,面前里,雅安路265號,120.488,24.099,面前社區活動中心,面前 仁愛,100,"水災,土石流,海嘯",吳明書,7562842,否,否,否
3292,南投縣仁愛鄉,新生村,山林巷175之18號,121.030694,24.099167,農特產品產銷中心,新生村,200,"水災,土石流,海嘯",鄭志誠,2941765,是,否,否
3300,彰化縣和美鎮,大霞里,彰和路3段422號,120.5037,24.1017,大霞社區活動中心,大霞 山犁,250,"水災,土石流,海嘯",陳銀貴,7564903,是,否,是
3304,彰化縣和美鎮,山犁里,仁愛路279號,120.494,24.104,和仁國小,山犁 鐵山 源埤,150,"水災,震災,土石流,海嘯",陳沛彤,7575407,否,否,否
3305,彰化縣和美鎮,犁盛里,彰新路2段500號,120.533,24.104,新庄國小,犁盛 中寮 糖友,200,"水災,震災,土石流,海嘯",陳欣伸,7353267,否,否,否
3306,彰化縣鹿港鎮,草中里,彰化縣鹿港鎮草中里草中巷2-16號,120.4626,24.1041,草中社區活動中心,全鎮,100,"水災,震災,土石流,海嘯",黃呈築,922839189,是,否,是
3312,花蓮縣新城鄉,順安村,順安52-2號,121.621,24.1057,北三棧社區活動中心,順安村,35,"水災,震災,土石流,海嘯",黃仲祥,8611280,是,否,是
3314,彰化縣鹿港鎮,草中里,草中巷2-16號,120.463263,24.106537,草中社區發展協會,草中里頭南里,60,"水災,震災,土石流,海嘯",王國書,47712750,是,否,是
3319,臺中市大里區,新仁里,立新街71號,120.705297,24.108,新仁活動中心,新仁里/立德里/立仁里,50,"水災,震災",李坤軒,910428646,是,否,是
3320,臺中市烏日區,仁德里,中山路一段341號,120.640795,24.108288,僑仁國小體育館,仁德里,300,震災,洪翠芬,23381241,是,否,否
3325,彰化縣和美鎮,和東里,忠孝路329號,120.5,24.11,和美鎮立幼兒園,和東 和北 和南,100,"水災,震災,土石流,海嘯",陳美玲,7555965,否,否,否
3329,彰化縣和美鎮,和西里,和平路19號,120.495,24.111,和美國小,和西 好修 月眉,500,"水災,震災,土石流,海嘯",邱于玲,7552005,否,否,否
3330,彰化縣和美鎮,柑井里,柑竹路331巷21號,120.514,24.111,柑井社區活動中心,柑井 和東,100,"水災,土石流,海嘯",陳阿杉,7356693,否,否,否
3331,彰化縣和美鎮,柑井里,美寮路一段390號,120.519,24.111,和群國中,柑井 還社 竹園 中圍,300,"水災,震災,土石流,海嘯",陳明輝,7552430,否,否,否
3336,彰化縣和美鎮,中圍里,竹社路123號,120.532,24.112,中圍社區活動中心,中圍里,100,"水災,土石流,海嘯",林美惠,7356849,否,否,否
3341,彰化縣和美鎮,中寮里,東興路25號,120.538,24.113,中寮社區活動中心,中寮,60,"水災,土石流,海嘯",林順泉,7352282,否,否,否
3344,彰化縣鹿港鎮,山崙里,崙尾巷77-1號,120.447793,24.113156,福崙宮,山崙里,106,"水災,震災,土石流,海嘯",吳順和,7712531,是,否,是
3346,彰化縣和美鎮,四張里,鎮西路74號,120.485,24.114,四張社區活動中心,四張 和西,100,"水災,土石流,海嘯",葉錫忠,7569735,否,否,否
3348,南投縣仁愛鄉,發祥村,瑞和路1-1號,121.160619,24.115564,發祥活動中心,瑞岩部落,100,"水災,土石流,海嘯",曾瑞美,2955670,是,否,否
3350,臺中市南屯區,楓樹里,南屯區楓樹里楓樹西街二00號,120.6289,24.1161,楓樹兒童青少年活動中心,楓樹、中和、鎮平,50,"水災,震災",賴鈺惠,24738325,是,否,是
3355,花蓮縣新城鄉,順安村,草林158號,121.6365,24.1172,順安農宅示範中心,順安村,23,"水災,土石流,海嘯",黃仲祥,8611280,是,否,是
3359,彰化縣和美鎮,竹園里,彰新路4段115號,120.525,24.119,竹園社區活動中心,竹園,60,"水災,土石流,海嘯",周秋霞,7351963,否,否,否
3363,臺中市大里區,祥興里,中興路二段祥興3巷10弄34號,120.685927,24.120351,祥興活動中心,祥興里/日新里,20,"水災,震災",李漢卿,928206608,是,否,是
3366,彰化縣和美鎮,月眉里,和厝路一段276號,120.495,24.122,月眉社區活動中心,月眉 和北,100,"水災,土石流,海嘯",蔡謹來,7553688,否,否,否
3367,彰化縣和美鎮,犁盛里,東平路225巷9號,120.527,24.122,犁盛社區活動中心,犁盛,100,"水災,土石流,海嘯",黃勇宗,7356473,否,否,否
3368,臺中市南區,平和里,五權南路325號,120.668571,24.1222,信義國小信義館及操場,"福興里,平和里,永和里",1440,"水災,震災",黃政傑組長,22622005-732,是,是,是
3377,彰化縣和美鎮,頭前里,和頭路595號,120.506,24.125,頭前社區活動中心,頭前,100,"水災,土石流,海嘯",葉振慶,7552882,否,否,否
3380,彰化縣和美鎮,嘉寶里,福北路221號,120.512,24.126,嘉寶社區活動中心,嘉寶 還社,100,"水災,土石流,海嘯",陳寶仁,7579618,否,否,否
3388,彰化縣和美鎮,好修里,月北路400巷21號,120.494,24.127,好修社區活動中心,好修,60,"水災,土石流,海嘯",李連正,7552719,否,否,否
3392,花蓮縣新城鄉,新城村,博愛路66號,121.6502,24.1288,新城社區活動中心,新城村,23,"水災,震災,土石流,海嘯",胡國雄,8611519,是,否,是
3393,花蓮縣新城鄉,新城村,新興1街62號,121.6452,24.1301,興田社區活動中心,新城村,45,"水災,震災,土石流,海嘯",胡國雄,8611519,是,否,是
3396,南投縣仁愛鄉,發祥村,慈峰巷40號,121.184631,24.131465,紅葉國小梅林分校,慈峰部落,100,"水災,土石流,海嘯",林新喜,2955563,是,否,否
3401,彰化縣和美鎮,塗厝里,彰新路5段310號,120.51,24.134,培英國小,塗厝 湖內 地潭 嘉寶,150,"水災,震災,土石流,海嘯",黃彥富,7552430,否,否,否
3407,彰化縣和美鎮,塗厝里,和厝路2段485號,120.508,24.136,塗厝社區活動中心,塗厝,60,"水災,土石流,海嘯",張家定,7554632,否,否,否
3408,臺中市南屯區,南屯里,南屯區南屯里萬和路一段五十號,120.639,24.1363,南屯里活動中心,南屯,60,"水災,震災",朱俐菁,24738325,是,否,是
3411,臺中市南屯區,春社里,南屯區春社里忠勇路二三之十二號,120.612,24.1374,春社里活動中心2、3樓,春安、春社、文山、寶山,200,"水災,震災",朱俐菁,24752799#127,是,否,是
3418,臺中市南屯區,永定里,南屯區永定里南美街70號,120.6366,24.1404,永定里社區活動中心,永定、新生,50,"水災,震災",賴鈺惠,24752799,是,否,是
3420,臺中市南屯區,田心里,南屯區大墩6街319巷41號1.2.3樓,120.6443,24.1424,田新公園管理室,文心、同心、田心,50,"水災,震災",朱俐菁,24738325,是,否,是
3421,臺中市南屯區,大同里,南屯區大同里大墩六街一六一號,120.6502,24.1425,大同里活動中心3樓,大同、大誠、大興,100,"水災,震災",朱俐菁,24738325,是,否,是
